,id,publisher,title,author,published_utc,article_url,tickers,description,amp_url,image_url,keywords
77,UcZN3fMjiQIkUaXISlGlenZM9J_GPCj61JwrRHolrzg,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Valero Energy (VLO) Gains But Lags Market: What You Should Know,Zacks Equity Research,2021-12-06T23:15:04Z,https://www.zacks.com/stock/news/1836035/valero-energy-vlo-gains-but-lags-market-what-you-should-know,['VLO'],"Valero Energy (VLO) closed the most recent trading day at $70.41, moving +1% from the previous trading session.",https://www.zacks.com/amp/stock/news/1836035/valero-energy-vlo-gains-but-lags-market-what-you-should-know,https://staticx-tuner.zacks.com/images/default_article_images/default37.jpg,
78,NDoj20o9hJRv_M3P6w7H1kSvnAIFKRXOzh60dcWKZeM,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Valero Energy (VLO) Stock Moves -0.04%: What You Should Know,Zacks Equity Research,2021-12-14T23:15:05Z,https://www.zacks.com/stock/news/1839399/valero-energy-vlo-stock-moves--004-what-you-should-know,['VLO'],"Valero Energy (VLO) closed the most recent trading day at $68.19, moving -0.04% from the previous trading session.",https://www.zacks.com/amp/stock/news/1839399/valero-energy-vlo-stock-moves--004-what-you-should-know,https://staticx-tuner.zacks.com/images/default_article_images/default43.jpg,
79,4HuqW4sO4NboFXd1zCuNQBBpJOiYBEucaDTSXHQUeZk,"{'name': 'MarketWatch', 'homepage_url': 'https://www.marketwatch.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/marketwatch.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/marketwatch.ico'}",Here's a list of favored dividend stocks with room to pay more for investors worried about 2022,MarketWatch,2021-12-16T12:13:00Z,https://www.marketwatch.com/story/heres-a-list-of-favored-dividend-stocks-with-room-to-pay-more-for-investors-worried-about-2022-11639141029,"['MID', 'DVN', 'BMY', 'LYB', 'NRG', 'CC', 'EOG', 'PSX', 'MPC', 'VLO', 'KTB', 'CVX', 'MRK', 'HBI', 'WMB', 'DTM', 'KO', 'NEM', 'C', 'MET', 'VLY', 'CFG', 'FHN', 'FNB', 'NYCB', 'JRVR', 'PPBI', 'EFC', 'OFC', 'HPP', 'HIW', 'KRG', 'RPT', 'CUZ', 'MPW', 'SBRA', 'SPG', 'UE', 'AHH', 'CTRE', 'NNN', 'EPRT', 'CHCT', 'PEAK', 'ADC', 'DEA', 'O', 'FCPT', 'IRM', 'ACC', 'CCI']",These companies have breathing room as the Federal Reserve prepares to tighten monetary policy.,https://www.marketwatch.com/amp/story/heres-a-list-of-favored-dividend-stocks-with-room-to-pay-more-for-investors-worried-about-2022-11639141029,https://images.mktw.net/im-449191/social,
80,LZYIY7UxYxe1rBZdcxjyXiSqctl7dse6Dyg93H9L35c,"{'name': 'The Motley Fool', 'homepage_url': 'https://www.fool.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/themotleyfool.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/themotleyfool.ico'}",Should You Scoop Up These 10 Highest-Yielding Dividend Stocks of 2021?,newsfeedback@fool.com (James Brumley),2021-12-17T13:35:00Z,https://www.fool.com/investing/2021/12/17/should-buy-highest-yielding-dividend-stocks-2021/,"['T', 'MO', 'XOM', 'VLO', 'PM', 'WMB', 'KMI', 'PPL', 'LUMN', 'OKE']","Their big payouts are tempting, but these particular income-producing equities are priced cheap for a reason.",,https://g.foolcdn.com/editorial/images/657758/investor-worried2.jpg,['investing']
81,NkJZCy-8BYGZZoulIk5-YovCWXBhQlWTt0CPk3dnCFk,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Valero Energy (VLO) Flat As Market Sinks: What You Should Know,Zacks Equity Research,2021-12-20T23:15:10Z,https://www.zacks.com/stock/news/1841424/valero-energy-vlo-flat-as-market-sinks-what-you-should-know,['VLO'],"In the latest trading session, Valero Energy (VLO) closed at $68.69, marking no change from the previous day.",https://www.zacks.com/amp/stock/news/1841424/valero-energy-vlo-flat-as-market-sinks-what-you-should-know,https://staticx-tuner.zacks.com/images/default_article_images/default44.jpg,
82,FB_lg5OFoD3FcAt7NCZUJWRJWHHXybAFjhR7u-0Qy_8,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",4 Refining & Marketing Stocks Worth a Look Despite Omicron Fears,Nilanjan Choudhury,2021-12-22T13:04:00Z,https://www.zacks.com/commentary/1842079/4-refining-marketing-stocks-worth-a-look-despite-omicron-fears,"['VLO', 'DK', 'MUSA', 'HFC']","Zacks Oil and Gas - Refining & Marketing industry players like Valero Energy (VLO), HollyFrontier (HFC), Murphy USA (MUSA) and Delek US Holdings (DK) should benefit from strengthening demand on the back of robust gasoline consumption.",https://www.zacks.com/amp/commentary/1842079/4-refining-marketing-stocks-worth-a-look-despite-omicron-fears,https://staticx-tuner.zacks.com/images/articles/main/b8/2880.jpg,
83,rP5Lay-tuMTvZbBW14Ybb_IgbOoZXVaa6ywneqXKKzU,"{'name': 'The Motley Fool', 'homepage_url': 'https://www.fool.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/themotleyfool.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/themotleyfool.ico'}",Energy Edition: 2021 Review & 2022 Preview,newsfeedback@fool.com (Matthew DiLallo),2021-12-24T17:36:13Z,https://www.fool.com/investing/2021/12/24/energy-edition-2021-review-2022-preview/,"['XOM', 'CVX', 'DVN', 'VLO', 'PSX', 'WMB', 'BP', 'KMI', 'ET', 'COP', 'EOG', 'PXD', 'TTE', 'BAM', 'GTLS', 'TPIC', 'BKR']",This is a sector worth watching.,,https://g.foolcdn.com/editorial/images/657503/cover_if.jpg,['investing']
84,9vXs2-YjEKtQu0EE9C7OX8Nl37xYlDemsDcHbjCeaiE,"{'name': 'The Motley Fool', 'homepage_url': 'https://www.fool.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/themotleyfool.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/themotleyfool.ico'}","Got $5,000? These 3 Explosive Stocks Could Make You Richer in 2022",newsfeedback@fool.com (Keith Speights),2021-12-26T10:57:00Z,https://www.fool.com/investing/2021/12/26/got-5000-these-3-explosive-stocks-could-make-you-r/,"['TDOC', 'AMZN', 'MS', 'UAL', 'MELI', 'PSX', 'VLO', 'PYPL']",Forget how they performed in 2021 -- all three could be poised for strong gains in the new year.,,https://g.foolcdn.com/editorial/images/658067/2022-on-chalkboard-with-woman-pointing.jpg,['investing']
85,0zupC7b6Tncew_m7Ls5JirXbH3Tt-CE2Vb6hwMvTTFQ,"{'name': 'The Motley Fool', 'homepage_url': 'https://www.fool.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/themotleyfool.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/themotleyfool.ico'}",Should You Scoop Up These 5 Stocks Yielding More Than 5% in Dividends?,newsfeedback@fool.com (James Brumley),2021-12-28T12:15:00Z,https://www.fool.com/investing/2021/12/28/scoop-up-stocks-yielding-5-percent-dividend/,"['IBM', 'VLO', 'PM', 'PPL', 'DOW']","The big payouts seem too good to be true, but take a step back and look at the bigger picture.",,https://g.foolcdn.com/editorial/images/658765/dividend-stocks-woman.jpg,['investing']
86,ACGNVlXM2fViVnOrgpk3wgRwKmGO97LIsdo2YCHsLmU,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}","Top Analyst Reports for Procter & Gamble, Micron & CME Group",Sheraz Mian,2021-12-30T15:14:00Z,https://www.zacks.com/research-daily/1845408/top-analyst-reports-for-procter-gamble-micron-cme-group,"['CME', 'AMX', 'PG', 'MU', 'VLO', 'PCAR']","Today's Research Daily features new research reports on 16 major stocks, including The Procter & Gamble Company (PG), Micron Technology, Inc. (MU), and CME Group Inc. (CME).",,https://staticx-tuner.zacks.com/images/default_article_images/default284.jpg,
87,J8A_0IYDlHEio9cBMsJicqJNBIjOQhjTUXuLbS1oTCA,"{'name': 'Seeking Alpha', 'homepage_url': 'https://seekingalpha.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/seekingalpha.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/seekingalpha.ico'}",My Dividend Growth Portfolio - Q4 2021 Summary,Khen Elazar,2022-01-02T07:29:07Z,https://seekingalpha.com/article/4477547-my-dividend-growth-portfolio-q4-2021-summary,"['AAPL', 'ABBV', 'ABT', 'ADM', 'AFL', 'AMP', 'BAC', 'BDX', 'C', 'CAH', 'CAT', 'CSCO', 'CVS', 'CVX', 'DIS', 'DLR', 'DUK', 'EMR', 'EPD', 'ETN', 'FB', 'GD', 'GIS', 'GOOG', 'GOOGL', 'IBM', 'JNJ', 'JPM', 'K', 'KD', 'KMB', 'KMI', 'KO', 'LMT', 'LOW', 'MCD', 'MCK', 'MDT', 'MMM', 'MMP', 'MO', 'MPLX', 'MPW', 'MSFT', 'MSM', 'NEE', 'NIO', 'NKE', 'NSC', 'O', 'OHI', 'ONL', 'PEP', 'PFE', 'PFH', 'PG', 'PM', 'PRS', 'PRU', 'QCOM', 'RTX', 'SBUX', 'SJI', 'SJIJ', 'SJIV', 'SJM', 'SO', 'SOJC', 'SOJD', 'SOJE', 'SOLN', 'T', 'TGT', 'TROW', 'TSN', 'TXN', 'UNP', 'V', 'VFC', 'VLO', 'VTRS', 'VZ', 'WEC', 'WMT', 'WPC', 'XOM']","I will share my portfolio, changes in the past 3 months and stocks that are currently on my wish list. Click here to know them.",https://seekingalpha.com/amp/article/4477547-my-dividend-growth-portfolio-q4-2021-summary,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1305098938/medium_image_1305098938.jpg,
88,-hQRqP5QwODSZaCzqL-MQS8bMuOfF98sR6niGr0VBrA,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Valero Energy (VLO) Stock Moves -0.39%: What You Should Know,Zacks Equity Research,2022-01-05T23:15:22Z,https://www.zacks.com/stock/news/1848117/valero-energy-vlo-stock-moves--039-what-you-should-know,['VLO'],"Valero Energy (VLO) closed at $78.20 in the latest trading session, marking a -0.39% move from the prior day.",https://www.zacks.com/amp/stock/news/1848117/valero-energy-vlo-stock-moves--039-what-you-should-know,https://staticx-tuner.zacks.com/images/default_article_images/default21.jpg,
89,2kOTInEggqz7DeKCaVp2H0-DI1GCv7-qyfhHniJjpmM,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Will Valero Energy (VLO) Beat Estimates Again in Its Next Earnings Report?,Zacks Equity Research,2022-01-06T17:10:15Z,https://www.zacks.com/stock/news/1848575/will-valero-energy-vlo-beat-estimates-again-in-its-next-earnings-report,['VLO'],Valero Energy (VLO) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.,https://www.zacks.com/amp/stock/news/1848575/will-valero-energy-vlo-beat-estimates-again-in-its-next-earnings-report,https://staticx-tuner.zacks.com/images/default_article_images/default19.jpg,
90,cRIwDovxD4E7Obkhq8pjSJhDefDEkLPKcGn4SiyZJV8,"{'name': 'The Motley Fool', 'homepage_url': 'https://www.fool.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/themotleyfool.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/themotleyfool.ico'}",Energy Was the S&P 500's Best-Performing Sector in 2021. Can the Outperformance Continue?,newsfeedback@fool.com (Daniel Foelber),2022-01-10T14:11:00Z,https://www.fool.com/investing/2022/01/10/energy-was-the-best-performing-stock-sector-2021/,"['KMI', 'XOM', 'CVX', 'VLO', 'GE', 'COP', 'NEE', 'BEP', 'ENPH', 'SEDG', 'TPIC', 'BEPC']",Energy went from the worst performance in 2020 to top dog in 2021.,,https://g.foolcdn.com/editorial/images/660159/gettyimages-1094819794.jpg,['investing']
91,AbodN8pX-UlgehW-OzsOev9xFrKRoUtVfGXBLdu3INU,"{'name': 'The Motley Fool', 'homepage_url': 'https://www.fool.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/themotleyfool.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/themotleyfool.ico'}",2 Top Oil Stocks to Buy in January,newsfeedback@fool.com (Tyler Crowe),2022-01-11T13:17:00Z,https://www.fool.com/investing/2022/01/11/3-top-oil-stocks-to-buy-in-january/,"['VLO', 'MPC']",Oil refiners Valero Energy and Marathon Petroleum have generated long-term gains better than almost anyone else in the oil patch,,https://g.foolcdn.com/editorial/images/660622/oil-refinery-2.jpg,['investing']
92,Jibqj7fqzzJxp_n40eseXCwjwhgYJuqjhjBoU-Vws8U,"{'name': 'The Motley Fool', 'homepage_url': 'https://www.fool.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/themotleyfool.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/themotleyfool.ico'}",2 Cheap Stocks With Tons of Upside,newsfeedback@fool.com (Connor Allen),2022-01-12T12:09:00Z,https://www.fool.com/investing/2022/01/12/2-cheap-stocks-with-tons-of-upside/,"['PYPL', 'LMND', 'WMT', 'UAL', 'PSX', 'VLO']",These stocks have positioned themselves to rebound from steep declines.,,https://g.foolcdn.com/editorial/images/660910/online-shopping-buy-virtual-e-commerce-amazon-etsy-credit-card.jpg,['investing']
93,SZoDQ0RnNVO23uOF-BrEMZ8iAcZGsqbUxw8JnOqCEdU,"{'name': 'Investing.com', 'homepage_url': 'https://www.investing.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/investing.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/investing.ico'}","As Inflation Grows At Fastest Pace In 40 Years, Equity Futures Rally",TD Ameritrade,2022-01-12T15:27:00Z,https://www.investing.com/analysis/as-inflation-grows-at-fastest-pace-in-40-years-equity-futures-rally-200614500,"['BIIB', 'LLY', 'PYPL', 'DASH', 'COP', 'EOG', 'PXD', 'DVN', 'HAL', 'BKR', 'KMI', 'WMB', 'OKE', 'ENB', 'ET', 'MPC', 'PSX', 'VLO', 'XOM', 'CVX']",,https://m.investing.com/analysis/as-inflation-grows-at-fastest-pace-in-40-years-equity-futures-rally-200614500?ampMode=1,https://i-invdn-com.investing.com/redesign/images/seo/investingcom_analysis_og.jpg,
94,d7EpRjdHX9trU9iCmeTupmwjcIJV-tpSxoK1kpVaF0w,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",What's in the Offing for Kinder Morgan's (KMI) Q4 Earnings?,Zacks Equity Research,2022-01-17T13:37:00Z,https://www.zacks.com/stock/news/1852698/whats-in-the-offing-for-kinder-morgans-kmi-q4-earnings,"['BP', 'SLB', 'VLO', 'KMI']",Kinder Morgan (KMI) is likely to have generated stable fee-based revenues in Q4 from its diverse and vast network of midstream assets.,https://www.zacks.com/amp/stock/news/1852698/whats-in-the-offing-for-kinder-morgans-kmi-q4-earnings,https://staticx-tuner.zacks.com/images/articles/main/f2/298.jpg,
95,Gl8MPNZ_Y7BR4X7kZv2U3IfgLoIb1EKyGy8-bKiuuog,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}","If You Invested $1000 in Valero Energy 10 Years Ago, This Is How Much You'd Have Now",Zacks Equity Research,2022-01-19T13:30:06Z,https://www.zacks.com/stock/news/1853795/if-you-invested-1000-in-valero-energy-10-years-ago-this-is-how-much-youd-have-now,['VLO'],"Investing in certain stocks can pay off in the long run, especially if you hold on for a decade or more.",https://www.zacks.com/amp/stock/news/1853795/if-you-invested-1000-in-valero-energy-10-years-ago-this-is-how-much-youd-have-now,https://staticx-tuner.zacks.com/images/default_article_images/default41.jpg,
96,CIW_jkUoIm9atir0EduqiD3X-yUmcBNPyyiKd_v2ams,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Baker Hughes (BKR) to Report Q4 Earnings: What's in the Cards?,Zacks Equity Research,2022-01-19T16:39:00Z,https://www.zacks.com/stock/news/1853986/baker-hughes-bkr-to-report-q4-earnings-whats-in-the-cards,"['SLB', 'VLO', 'PBF', 'BKR']","The new Omicron variant, which has been impacting the global oil demand, is likely to have hurt Baker Hughes' (BKR) operations in Q4.",https://www.zacks.com/amp/stock/news/1853986/baker-hughes-bkr-to-report-q4-earnings-whats-in-the-cards,https://staticx-tuner.zacks.com/images/articles/main/ed/305.jpg,
97,N_sYEB3LdkM63tHDPuRBbi_nW_owtBZ2E8gM2ti3B8w,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Is an Earnings Beat in Store for Schlumberger (SLB) in Q4?,Zacks Equity Research,2022-01-19T17:04:00Z,https://www.zacks.com/stock/news/1854027/is-an-earnings-beat-in-store-for-schlumberger-slb-in-q4,"['BP', 'SLB', 'VLO', 'PBF']",Improved drilling operations by the explorers and producers are likely to have generated handsome cashflows for Schlumberger's (SLB) oilfield services in Q4.,https://www.zacks.com/amp/stock/news/1854027/is-an-earnings-beat-in-store-for-schlumberger-slb-in-q4,https://staticx-tuner.zacks.com/images/articles/main/07/420.jpg,
98,JVtg2bpI7SO_9-SwYlIgCl1_fEWmc5R0hdvl--NQ7kI,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Will Higher Activity Boost Halliburton (HAL) Q4 Earnings?,Zacks Equity Research,2022-01-20T13:54:00Z,https://www.zacks.com/stock/news/1854573/will-higher-activity-boost-halliburton-hal-q4-earnings,"['CVX', 'HAL', 'VLO', 'CNX']","Halliburton (HAL) beat the Zacks Consensus Estimate in three of the last four quarters, delivering an earnings surprise of 12.5%, on average.",https://www.zacks.com/amp/stock/news/1854573/will-higher-activity-boost-halliburton-hal-q4-earnings,https://staticx-tuner.zacks.com/images/articles/main/11/14587.jpg,
99,HhQPE2cjIaQ5KOHw4kE_6w1UcsVkBpp5TVq6QWLpzCQ,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Valero Energy (VLO) Earnings Expected to Grow: Should You Buy?,Zacks Equity Research,2022-01-20T20:02:20Z,https://www.zacks.com/stock/news/1854895/valero-energy-vlo-earnings-expected-to-grow-should-you-buy,['VLO'],Valero Energy (VLO) possesses the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,https://www.zacks.com/amp/stock/news/1854895/valero-energy-vlo-earnings-expected-to-grow-should-you-buy,https://staticx-tuner.zacks.com/images/default_article_images/default37.jpg,
100,y6ieb6pPtNoEWGiz8w3-76wpi3YhR24TXTWG3lPHGnQ,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Factors to Pay Attention to Ahead of RPC's (RES) Q4 Earnings,Zacks Equity Research,2022-01-21T14:12:00Z,https://www.zacks.com/stock/news/1855314/factors-to-pay-attention-to-ahead-of-rpcs-res-q4-earnings,"['VLO', 'RES', 'PBF', 'VNOM']",Improved drilling operations by the explorers and producers are likely to have generated handsome cashflows for RPC's (RES) oilfield services.,https://www.zacks.com/amp/stock/news/1855314/factors-to-pay-attention-to-ahead-of-rpcs-res-q4-earnings,https://staticx-tuner.zacks.com/images/articles/main/85/1144.jpg,
101,a-hL9sJbwfRT3yo0KNod2XBCjezqAnM4KEmEn03qMB4,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Is a Beat in Store for Valero Energy (VLO) in Q4 Earnings?,Zacks Equity Research,2022-01-24T14:54:00Z,https://www.zacks.com/stock/news/1856099/is-a-beat-in-store-for-valero-energy-vlo-in-q4-earnings,"['RDS.A', 'VLO', 'PBF', 'VNOM']","Valero Energy, being a best-in-class oil refiner, is likely to have capitalized on the mounting demand for petroleum products, aiding Q4 earnings.",https://www.zacks.com/amp/stock/news/1856099/is-a-beat-in-store-for-valero-energy-vlo-in-q4-earnings,https://staticx-tuner.zacks.com/images/articles/main/6c/1976.jpg,
102,qDx1G7IOPxueUUUIqgigMkmKAW6jrRYspmqiA3ord6c,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",This Is Why Chevron (CVX) is Set for Strong Q4 Earnings,Zacks Equity Research,2022-01-25T12:46:00Z,https://www.zacks.com/stock/news/1856640/this-is-why-chevron-cvx-is-set-for-strong-q4-earnings,"['CVX', 'XOM', 'VLO', 'CNX']",Surging commodity prices and higher refined product sales are likely to have boosted Chevron's (CVX) profit levels in the fourth quarter.,https://www.zacks.com/amp/stock/news/1856640/this-is-why-chevron-cvx-is-set-for-strong-q4-earnings,https://staticx-tuner.zacks.com/images/articles/main/0c/364.jpg,
103,i1R-1NamD_q2piXngnIM-1I6aMQen4Z2rYwPdx9mTgY,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Should You Buy Valero (VLO) Ahead of Earnings?,Zacks Equity Research,2022-01-25T13:36:00Z,https://www.zacks.com/stock/news/1856693/should-you-buy-valero-vlo-ahead-of-earnings,['VLO'],Valero (VLO) is seeing favorable earnings estimate revision activity and has a positive Zacks Earnings ESP heading into earnings season.,https://www.zacks.com/amp/stock/news/1856693/should-you-buy-valero-vlo-ahead-of-earnings,https://staticx-tuner.zacks.com/images/articles/main/6c/1976.jpg,
104,yAH-e8gSBTxwlfJUYXRCzwayR2BDNXebu9SqMs3cJBU,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Valero Energy (VLO) Q4 Earnings and Revenues Top Estimates,Zacks Equity Research,2022-01-27T12:55:06Z,https://www.zacks.com/stock/news/1858019/valero-energy-vlo-q4-earnings-and-revenues-top-estimates,"['VLO', 'MPC']","Valero Energy (VLO) delivered earnings and revenue surprises of 37.99% and 25.42%, respectively, for the quarter ended December 2021. Do the numbers hold clues to what lies ahead for the stock?",https://www.zacks.com/amp/stock/news/1858019/valero-energy-vlo-q4-earnings-and-revenues-top-estimates,https://staticx-tuner.zacks.com/images/default_article_images/default33.jpg,
105,EEJi1UgTlF-hNu1e1lQRtuKExAJpuqYFbsZeG-lTmLw,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Valero Energy (VLO) Q4 Earnings & Revenues Beat Estimates,Zacks Equity Research,2022-01-27T15:43:00Z,https://www.zacks.com/stock/news/1858322/valero-energy-vlo-q4-earnings-revenues-beat-estimates,"['XOM', 'VLO', 'MUSA', 'PSX']",Increased refinery throughput volumes and higher refining margin aid Valero Energy's (VLO) Q4 earnings.,https://www.zacks.com/amp/stock/news/1858322/valero-energy-vlo-q4-earnings-revenues-beat-estimates,https://staticx-tuner.zacks.com/images/articles/main/6c/1976.jpg,
106,0uF9dfA1vCuXfgUktFX2uTl9wC0wHPy7yPaCQtl3frI,"{'name': 'The Motley Fool', 'homepage_url': 'https://www.fool.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/themotleyfool.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/themotleyfool.ico'}",Valero Energy (VLO) Q4 2021 Earnings Call Transcript,newsfeedback@fool.com (Motley Fool Transcribing),2022-01-28T00:00:49Z,https://www.fool.com/earnings/call-transcripts/2022/01/27/valero-energy-vlo-q4-2021-earnings-call-transcript/,['VLO'],"VLO earnings call for the period ending December 31, 2021.",,https://g.foolcdn.com/editorial/images/1/featured-transcript-logo-template.jpg,['earningscall-transcripts']
107,uC9vN3qy5GzwzmsZHeWKV1FmOJf3UJ6Cti-ODH_TBxE,"{'name': 'Seeking Alpha', 'homepage_url': 'https://seekingalpha.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/seekingalpha.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/seekingalpha.ico'}",Why I Am A Reluctant Bear On The Energy Sector,John Overstreet,2022-01-31T05:45:27Z,https://seekingalpha.com/article/4482860-why-i-am-a-reluctant-bear-on-the-energy-sector,"['APA', 'BKR', 'COP', 'CTRA', 'CVX', 'DBC', 'DVN', 'EOG', 'FANG', 'HAL', 'HES', 'KMI', 'MPC', 'MRO', 'OKE', 'OXY', 'PSX', 'PXD', 'SLB', 'USO', 'VLO', 'WMB', 'XOM', 'PSCE', 'RYE', 'XLE']",Smaller-cap energy ETFs like RYE and PSCE are the most vulnerable to an energy pullback and are already showing hints of weakness. Read more here.,https://seekingalpha.com/amp/article/4482860-why-i-am-a-reluctant-bear-on-the-energy-sector,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1221940195/image_1221940195.jpg?io=getty-c-w750,
