,DVN,MRO,CTRA,PSX,HAL,MPC,KMI,OXY,HES,VLO,XOM,CVX,BKR,FANG,EOG,COP,PXD,OKE,APA,WMB,SLB
482,77.85,31.25,,108.27,42.21,111.36,19.29,65.18,126.86,143.41,102.33,177.52,36.08,157.83,142.49,118.56,276.78,66.19,50.04,35.59,48.14
483,74.06,30.29,,106.31,40.49,108.34,19.03,63.87,127.72,140.51,100.46,175.4,35.23,155.49,144.0,116.83,270.87,64.74,48.81,34.89,47.21
484,69.24,28.39,,101.44,37.53,102.17,18.13,59.83,121.54,131.61,95.85,167.33,33.3,147.8,132.73,111.76,261.37,61.1,45.57,33.12,44.32
485,70.59,28.79,,104.13,36.67,102.67,17.89,62.09,120.07,133.75,96.1,167.55,32.93,149.63,131.26,111.49,264.55,60.39,46.0,32.34,43.22
486,68.46,28.07,,102.38,35.61,98.9,17.6,60.28,117.16,128.3,94.89,164.26,31.74,146.76,127.46,109.33,258.21,59.69,45.63,31.75,41.52
487,63.27,25.66,,96.5,33.47,91.98,16.7,56.81,108.71,118.74,91.39,155.48,29.89,133.68,119.56,102.42,241.5,55.73,41.76,30.45,38.48
488,58.02,24.15,,90.51,31.69,87.29,16.05,55.68,102.87,112.44,86.12,148.38,29.97,122.29,111.67,93.74,221.77,53.39,39.22,29.74,36.64
489,60.56,24.9,,95.98,33.55,91.36,16.65,57.87,107.74,116.47,91.48,154.59,30.48,132.28,117.65,99.28,237.55,55.54,40.35,30.93,38.82
490,57.55,23.1,,90.51,32.09,89.06,16.34,55.77,103.34,113.13,87.86,147.87,29.52,126.1,110.77,93.06,228.81,53.82,37.5,30.57,37.52
491,54.74,22.02,,84.39,30.04,84.63,16.24,56.09,99.36,104.53,85.21,142.43,28.66,119.24,107.17,87.89,223.67,53.31,36.21,30.41,34.98
492,53.77,22.05,,84.2,30.95,85.68,16.48,57.52,101.69,103.93,86.9,144.77,28.47,119.7,110.59,90.91,223.48,54.57,36.45,30.05,35.06
493,57.79,23.12,,87.2,32.23,87.94,16.83,58.9,106.96,112.24,89.03,147.57,29.44,124.39,113.76,92.23,230.17,56.67,37.47,30.59,35.89
494,59.46,24.13,,88.85,33.19,88.69,17.2,61.71,112.92,116.25,91.5,149.94,30.07,129.8,118.31,95.22,235.33,56.98,38.77,31.74,36.97
495,55.82,22.79,,84.58,32.18,84.48,16.92,59.1,109.33,108.85,88.12,146.98,29.63,122.31,113.22,91.46,226.18,56.13,36.1,31.51,36.18
496,55.11,22.48,,81.99,31.36,82.21,16.76,58.88,105.94,106.28,85.64,144.78,28.87,121.15,110.44,89.81,223.08,55.5,34.9,31.21,35.76
497,55.11,22.55,,84.37,31.43,84.48,16.98,60.44,105.39,107.98,87.55,146.51,29.09,121.21,111.62,90.98,223.94,56.75,35.35,31.29,35.65
498,51.89,21.13,,80.39,28.89,81.74,16.58,59.11,98.19,103.59,84.81,142.66,28.2,114.14,104.82,84.64,215.14,55.1,32.73,30.16,33.33
499,51.0,20.68,,79.53,28.41,79.31,16.36,59.11,95.55,101.71,83.28,140.78,27.5,110.28,100.91,83.34,210.93,54.23,32.01,29.72,32.73
500,53.67,21.83,,82.54,29.89,83.43,16.89,61.47,99.91,106.34,85.94,143.52,28.47,116.3,105.07,86.35,216.67,56.51,34.51,31.18,34.38
501,54.48,21.72,,82.01,29.84,83.27,16.97,60.67,100.18,107.03,86.08,142.77,28.47,116.33,105.52,86.46,217.5,56.82,34.85,31.32,34.32
502,53.32,21.32,,81.76,29.36,83.63,16.86,59.52,98.4,107.79,85.64,141.51,28.2,114.39,103.7,85.55,213.61,55.78,34.21,31.76,33.37
503,51.93,20.66,,80.51,28.6,82.75,16.65,57.37,94.58,104.86,84.5,138.92,27.49,110.41,99.49,83.45,210.34,55.0,32.43,30.95,32.73
